time_taken,mistakes_made,hints_used,cells_filled_by_user,solved_successfully,cells_to_remove
165,3,2,41,0,15
297,4,0,43,1,20
182,4,1,44,0,17
159,3,0,41,0,14
222,4,1,47,1,17
283,3,2,47,1,20
166,4,0,43,1,18
294,2,2,41,1,16
188,2,1,47,1,20
258,2,1,42,1,21
185,4,1,39,1,14
150,3,2,44,1,17
226,4,2,41,1,14
202,3,2,45,0,19
150,4,1,47,1,15
294,3,2,41,1,18
282,4,1,42,0,21
192,2,2,46,1,21
293,3,1,45,1,15
302,9,4,33,0,13
379,7,3,34,0,8
341,7,3,32,1,6
388,8,3,36,1,9
395,10,4,26,1,10
499,8,2,26,1,11
323,10,2,32,0,10
563,6,5,23,0,9
384,9,2,35,0,9
344,7,3,33,0,11
359,8,4,28,0,13
497,5,5,23,1,6
426,7,4,27,0,13
529,10,5,25,0,10
608,5,4,26,0,5
428,5,3,25,1,13
637,9,5,26,0,5
323,9,5,32,0,8
603,6,2,35,0,11
423,5,3,33,0,6
442,10,5,27,1,11
395,5,4,29,0,9
698,5,2,34,0,10
442,5,5,33,0,7
487,6,5,33,0,8
562,8,4,30,1,5
461,10,4,27,0,11
425,5,5,32,0,8
309,7,5,34,0,7
558,7,4,33,0,9
450,6,3,34,1,6
617,10,3,25,0,13
434,7,4,25,0,12
637,9,3,35,0,12
668,8,2,33,1,10
438,7,5,30,0,6
523,6,4,36,0,10
612,6,3,32,0,7
430,5,2,27,1,9
617,5,4,28,1,6
691,9,2,29,0,10
681,7,4,26,0,8
620,7,2,37,0,6
661,8,2,28,0,6
553,10,3,37,1,10
556,7,5,34,0,10
617,10,3,37,0,12
459,8,5,20,0,5
410,8,5,27,1,8
562,9,3,22,0,11
652,5,5,35,1,10
490,9,2,24,1,6
441,7,2,28,0,10
597,7,5,36,0,6
426,6,5,25,0,13
322,10,3,22,0,13
539,7,2,28,1,7
555,7,2,32,0,9
608,7,4,25,1,6
652,5,4,34,0,6
498,10,5,21,1,12
606,8,5,20,0,9
410,5,5,28,1,9
640,5,2,28,0,9
460,6,2,32,1,9
686,8,2,36,0,11
349,9,2,33,0,13
337,10,4,20,1,7
497,9,2,34,0,8
561,5,5,32,0,8
607,6,5,20,0,7
394,8,3,25,1,9
663,8,3,23,0,11
347,5,3,22,0,9
590,10,4,28,0,10
316,5,2,29,0,8
589,5,4,33,0,13
529,8,5,32,0,6
452,9,3,35,0,10
406,9,3,34,1,7
447,10,5,22,0,11
427,10,2,25,0,8
345,6,5,23,1,9
358,7,2,30,0,13
378,6,5,26,0,13
556,6,3,32,0,11
330,6,2,36,1,11
477,8,5,36,0,11
487,9,2,37,0,10
484,7,5,33,1,8
642,9,4,31,0,10
424,9,2,21,0,8
637,5,2,24,0,8
632,7,5,34,0,13
666,10,5,31,0,7
427,6,4,34,0,11
377,9,5,34,1,9
419,5,4,23,0,6
336,6,4,26,0,12
424,6,3,35,0,5
424,7,2,26,1,7
330,6,3,35,1,6
498,8,4,25,0,9
617,8,4,21,1,8
541,7,2,20,0,9
645,6,3,22,0,11
569,9,2,35,0,10
649,8,5,35,0,13
406,7,3,25,0,6
487,10,4,35,0,6
550,8,4,22,0,8
570,5,4,33,1,11
355,8,3,37,0,10
669,9,3,25,0,10
424,6,5,24,0,11
508,10,4,30,1,8
392,8,5,27,0,8
304,10,2,31,0,7
434,5,2,21,0,5
527,10,5,24,0,9
548,7,3,27,0,6
648,7,3,37,0,5
545,8,4,20,0,5
684,10,4,22,0,9
476,10,2,28,0,12
467,10,4,20,0,10
583,6,2,27,1,12
548,8,3,37,0,11
634,7,2,24,0,8
664,10,4,31,1,5
411,7,2,27,1,12
351,6,3,23,1,11
586,7,4,22,0,7
688,6,4,26,0,11
672,5,4,27,0,7
410,7,2,35,1,10
394,9,3,35,0,7
622,9,4,20,0,7
526,8,2,31,0,9
430,8,4,22,1,7
443,6,5,24,0,8
611,7,3,34,1,6
456,10,3,21,1,13
406,5,2,30,0,11
408,5,3,26,0,13
628,6,3,29,0,5
500,7,2,36,1,5
598,10,3,35,1,12
516,8,3,26,1,12
578,5,3,23,0,11
593,8,2,34,1,12
591,7,4,31,0,6
469,8,5,22,0,10
422,5,4,27,0,6
573,7,4,27,0,13
674,6,5,28,0,13
649,5,2,37,0,9
578,10,5,36,0,12
322,9,5,33,1,7
313,9,3,29,0,13
696,5,2,33,1,10
356,5,5,29,0,12
635,6,4,31,1,9
684,8,5,24,1,13
629,5,5,21,0,10
659,10,2,26,0,10
401,8,3,24,0,11
479,7,3,22,1,13
303,6,3,30,1,10
335,5,3,27,0,7
365,6,2,32,1,9
476,6,3,27,1,13
476,9,4,24,1,12
484,5,3,22,1,6
561,8,5,31,0,7
638,7,5,20,0,9
307,10,3,23,0,5
542,8,3,23,0,6
554,7,2,25,0,8
573,6,5,35,0,10
573,9,3,23,0,11
470,6,4,24,0,7
466,5,5,24,0,11
328,9,3,27,1,13
496,10,5,31,0,8
644,8,2,27,0,13
561,10,5,29,0,11
695,6,3,34,0,12
392,9,5,27,0,9
524,8,3,36,1,6
315,6,2,33,0,7
368,9,3,20,0,13
615,8,5,22,0,9
346,9,2,27,0,7
685,6,3,36,1,13
629,7,3,26,0,12
472,6,5,34,0,13
556,7,3,23,0,13
541,10,5,22,0,13
589,8,4,25,0,9
145,1,0,49,1,23
98,1,0,48,1,32
106,1,0,50,1,28
92,1,0,53,1,27
131,1,0,49,1,22
146,0,0,52,1,22
90,1,0,48,1,32
93,0,0,49,1,32
97,0,0,52,1,26
133,1,0,53,1,28
129,1,0,48,1,34
123,0,0,53,1,25
89,1,0,49,1,25
103,0,0,49,1,30
80,0,0,51,1,33
107,0,0,51,1,23
89,1,0,50,1,25
95,0,0,50,1,30
102,1,0,54,1,24
143,0,0,53,1,32
103,0,0,48,1,34
82,1,0,49,1,28
81,1,0,51,1,28
143,1,0,51,1,33
137,1,0,51,1,27
112,0,0,51,1,30
142,1,0,50,1,28
137,0,0,48,1,24
102,1,0,54,1,27
115,0,0,52,1,33
134,0,0,49,1,22
97,1,0,54,1,34
130,0,0,51,1,30
140,1,0,53,1,26
148,1,0,53,1,34
128,1,0,51,1,26
86,1,0,50,1,25
118,1,0,49,1,29
122,1,0,54,1,27
134,1,0,48,1,35
129,0,0,48,1,25
126,0,0,52,1,26
121,1,0,48,1,22
110,0,0,50,1,25
147,1,0,49,1,34
135,1,0,53,1,27
131,0,0,53,1,34
81,0,0,51,1,24
149,0,0,52,1,26
141,0,0,54,1,34
101,1,0,54,1,31
143,1,0,54,1,24
126,0,0,51,1,27
128,1,0,50,1,22
133,1,0,53,1,32
142,1,0,54,1,28
144,0,0,49,1,26
104,0,0,52,1,25
120,1,0,51,1,35
80,0,0,49,1,24
127,1,0,53,1,31
120,0,0,48,1,25
100,1,0,50,1,24
87,1,0,48,1,22
84,1,0,48,1,28
102,0,0,54,1,29
140,1,0,53,1,34
93,0,0,53,1,34
90,0,0,52,1,25
145,1,0,53,1,25
106,0,0,52,1,26
88,1,0,50,1,24
83,0,0,48,1,31
91,0,0,53,1,32
95,1,0,51,1,25
119,1,0,53,1,33
102,1,0,50,1,28
100,1,0,52,1,24
130,0,0,53,1,31
140,0,0,52,1,31
130,0,0,49,1,23
90,1,0,48,1,35
93,0,0,51,1,30
92,0,0,54,1,29
115,0,0,52,1,34
136,0,0,49,1,33
121,0,0,48,1,23
143,1,0,48,1,32
91,0,0,50,1,23
117,1,0,49,1,31
119,0,0,51,1,34
90,1,0,53,1,24
91,1,0,52,1,33
127,0,0,54,1,28
80,0,0,54,1,22
128,0,0,48,1,35
141,1,0,51,1,27
92,0,0,50,1,27
85,1,0,49,1,23
132,1,0,51,1,26
149,0,0,50,1,27
134,0,0,54,1,35
131,0,0,51,1,31
97,0,0,48,1,34
83,1,0,51,1,23
138,0,0,49,1,26
134,0,0,49,1,22
98,0,0,53,1,23
127,0,0,51,1,27
93,0,0,54,1,33
116,0,0,53,1,26
117,0,0,51,1,35
87,1,0,51,1,29
141,0,0,50,1,33
121,1,0,49,1,33
147,0,0,54,1,22
109,0,0,52,1,32
108,1,0,53,1,33
110,1,0,52,1,33
123,0,0,48,1,28
132,1,0,50,1,34
150,0,0,48,1,30
146,0,0,53,1,34
99,0,0,52,1,23
93,0,0,52,1,32
89,0,0,52,1,22
83,0,0,48,1,22
89,1,0,53,1,32
88,1,0,48,1,28
104,0,0,52,1,34
110,0,0,54,1,29
141,0,0,51,1,27
137,1,0,48,1,35
117,0,0,53,1,32
125,1,0,52,1,22
128,1,0,53,1,29
94,1,0,48,1,22
86,0,0,50,1,35
137,0,0,51,1,35
92,0,0,49,1,26
83,0,0,52,1,25
109,1,0,51,1,34
94,1,0,54,1,26
102,0,0,50,1,30
130,1,0,53,1,30
80,1,0,51,1,28
114,1,0,53,1,26
117,1,0,50,1,35
126,0,0,50,1,34
109,1,0,48,1,25
123,0,0,54,1,26
124,0,0,48,1,35
112,0,0,53,1,26
86,0,0,50,1,33
140,0,0,51,1,32
132,1,0,48,1,30
136,0,0,51,1,27
84,0,0,53,1,26
128,1,0,54,1,34
149,0,0,49,1,32
117,1,0,53,1,23
99,1,0,51,1,32
122,1,0,49,1,22
147,1,0,53,1,30
137,1,0,52,1,34
124,1,0,53,1,32
143,0,0,52,1,27
129,1,0,51,1,30
135,1,0,52,1,23
122,1,0,53,1,25
137,0,0,52,1,29
93,1,0,51,1,22
129,0,0,49,1,25
97,1,0,52,1,34
86,0,0,51,1,34
93,0,0,50,1,32
124,0,0,54,1,25
119,1,0,50,1,23
142,1,0,50,1,25
82,0,0,53,1,29
141,1,0,54,1,34
106,1,0,53,1,32
88,1,0,50,1,31
103,1,0,53,1,34
83,1,0,52,1,31
144,0,0,53,1,25
89,0,0,48,1,24
95,0,0,54,1,25
140,1,0,52,1,35
107,0,0,54,1,25
105,1,0,49,1,25
122,0,0,51,1,33
121,0,0,51,1,34
150,0,0,52,1,25
111,0,0,54,1,31
108,1,0,51,1,34
141,1,0,53,1,22
125,1,0,50,1,22
87,1,0,51,1,31
84,1,0,54,1,23
195,2,2,46,0,21
154,3,2,47,1,16
286,4,0,43,0,18
269,2,0,44,1,19
190,3,0,45,1,14
257,3,2,39,1,16
210,4,0,38,1,18
247,4,1,43,1,20
272,4,0,38,1,19
159,4,0,38,1,19
228,2,1,46,1,18
245,2,2,43,1,21
267,3,1,44,1,18
282,3,1,38,1,18
224,4,2,41,1,18
233,3,2,41,0,14
151,2,0,46,0,15
188,2,1,40,1,16
238,4,0,46,1,19
275,2,0,43,1,19
209,4,0,40,0,15
208,2,0,47,0,17
177,3,1,45,1,19
159,2,1,46,1,17
166,2,1,43,1,21
172,4,1,42,0,20
292,3,1,43,0,18
238,2,2,47,1,21
172,3,0,47,1,19
258,2,0,47,1,19
197,3,0,38,0,14
195,3,0,47,1,21
287,4,1,44,1,17
248,2,1,44,0,18
298,3,2,43,1,15
269,3,1,47,1,15
259,2,1,43,1,18
192,4,1,42,0,15
225,2,1,47,1,20
181,2,1,47,1,20
282,3,0,44,1,17
241,2,2,40,0,15
242,4,2,39,1,17
238,4,2,43,1,19
262,4,0,40,1,19
221,4,2,43,1,20
222,3,1,43,1,14
246,4,2,47,1,17
195,4,1,41,0,21
245,3,0,45,1,17
159,3,0,39,1,15
279,2,2,40,1,15
181,3,1,40,1,14
150,3,1,46,1,15
250,3,1,42,0,18
203,3,2,45,0,18
163,3,2,38,1,19
227,2,1,38,1,20
294,4,0,38,0,15
203,4,1,40,1,17
275,4,1,45,1,19
284,2,1,40,1,14
220,4,0,43,1,14
240,3,0,40,1,14
229,4,0,44,1,15
243,3,0,46,1,19
221,2,0,47,0,21
242,4,2,40,1,14
265,4,0,39,0,21
286,2,1,38,1,17
200,3,1,39,0,19
178,2,0,41,0,15
161,3,0,47,1,16
207,4,0,47,1,19
184,4,2,41,1,17
175,2,2,38,1,18
234,4,1,39,0,18
238,3,2,45,0,19
151,3,1,43,1,19
225,4,1,40,0,14
213,4,1,39,1,15
150,3,0,38,1,20
189,4,0,40,0,20
189,4,0,47,0,16
155,4,2,41,1,14
173,2,1,38,1,19
163,4,0,47,1,15
277,2,0,40,0,14
201,2,2,39,0,19
202,3,0,44,0,20
238,2,2,40,1,17
163,2,1,47,1,16
266,2,2,38,0,19
197,2,0,43,0,15
204,4,0,43,1,15
204,4,2,41,1,17
276,3,0,40,1,14
204,4,1,47,1,19
295,2,2,44,1,16
233,2,2,39,1,21
235,4,0,43,1,16
299,3,1,39,0,17
266,2,0,44,1,19
255,3,2,42,1,14
249,4,2,46,1,16
252,4,1,43,1,17
289,2,0,42,1,16
291,3,1,45,1,16
170,3,0,44,0,16
225,4,1,43,1,15
247,3,1,39,0,15
297,4,0,44,1,14
179,3,1,47,1,14
183,3,1,42,1,18
160,2,2,41,0,16
163,2,2,47,0,21
244,2,2,42,1,20
195,3,2,38,1,19
251,4,0,39,1,14
210,3,1,46,1,15
153,4,1,38,1,17
298,2,2,47,1,19
158,4,1,40,1,16
220,4,0,45,0,20
297,3,2,44,1,19
289,3,2,42,0,14
195,2,1,45,1,15
217,4,2,47,0,19
286,3,2,43,1,20
206,2,2,46,1,20
249,3,2,43,0,18
293,3,1,46,0,14
183,4,2,39,0,16
242,4,1,46,0,14
242,3,2,42,1,17
235,2,2,43,0,16
235,3,2,40,0,14
227,3,2,45,1,19
181,3,0,47,0,14
160,2,2,44,1,19
220,3,0,38,1,19
222,3,0,39,1,20
238,2,2,47,1,17
268,3,1,44,1,18
183,4,1,46,0,14
245,2,2,43,0,16
295,4,1,40,1,15
242,2,1,43,1,17
280,3,2,46,0,18
164,3,2,39,0,15
290,2,0,44,1,14
226,2,1,39,1,16
150,4,2,41,1,20
183,4,0,44,1,19
191,4,0,44,0,18
231,3,2,44,1,16
193,2,0,40,1,18
203,3,1,40,1,21
269,4,0,41,1,16
167,2,1,47,1,14
276,4,1,47,0,18
163,2,2,46,1,14
251,4,0,40,1,17
199,4,2,47,1,16
227,2,2,47,0,20
210,4,1,45,1,17
162,2,2,40,0,17
168,2,2,44,0,17
289,2,0,44,0,15
160,2,1,42,1,15
240,3,2,40,1,21
229,4,0,39,1,20
206,3,2,43,0,20
269,3,0,41,0,19
284,4,0,44,1,19
300,2,2,40,1,21
282,3,2,38,0,18
182,3,0,40,1,16
211,3,1,40,1,20
275,2,2,38,1,17
150,2,2,43,1,19
153,3,0,47,0,18
186,2,1,40,1,17
156,3,2,43,1,21
196,3,2,45,1,15
274,2,2,42,1,21
297,2,1,46,0,17
199,4,1,38,1,18
212,3,0,39,0,14
266,3,1,38,1,21
209,2,0,44,0,16
289,3,2,43,1,15
235,3,0,45,1,15
287,2,1,47,1,15
282,3,2,40,1,17
153,4,0,39,0,15
170,3,1,46,1,21
246,2,2,46,1,21
200,4,1,39,1,18
209,3,0,47,1,18
681,5,4,25,0,11
456,9,5,21,0,9
694,10,4,21,0,5
433,6,5,21,1,7
655,10,3,33,0,12
628,5,5,34,0,9
386,10,4,28,0,10
451,5,3,32,0,8
318,5,3,21,0,13
457,7,4,27,0,8
650,8,5,20,0,6
487,7,2,34,0,12
344,6,4,29,0,11
477,5,3,22,0,9
406,6,4,27,0,8
501,5,2,24,0,10
641,10,4,26,0,5
460,6,3,22,1,9
446,5,3,23,0,11
494,5,5,30,1,11
404,7,2,21,0,5
531,8,5,29,1,8
467,8,2,32,0,7
327,9,5,29,0,5
382,5,4,32,0,9
505,8,5,32,0,10
329,8,4,26,1,5
676,10,2,27,0,6
659,8,2,32,1,12
432,9,5,37,0,9
501,5,3,37,0,13
480,7,4,26,0,9
671,6,2,20,0,12
459,8,5,26,0,7
483,7,2,34,1,10
312,9,5,25,1,10
333,9,3,33,1,7
498,9,4,32,0,11
344,9,3,35,1,10
356,6,3,31,0,5
609,10,4,25,0,12
463,10,4,35,0,10
312,5,5,21,0,6
383,6,3,28,0,8
533,5,2,22,0,7
674,6,5,25,0,7
507,10,3,36,1,6
557,7,3,25,0,13
653,8,3,21,0,12
473,7,2,25,0,9
407,5,4,35,0,11
636,9,5,37,0,8
508,10,3,29,1,7
411,6,4,35,1,11
511,10,3,33,0,5
653,8,4,22,0,12
398,9,2,22,0,7
431,6,2,37,1,9
438,7,2,20,0,6
331,5,4,25,0,12
532,8,5,31,0,6
493,6,3,30,0,12
486,9,3,27,0,6
481,5,2,35,1,13
436,9,3,33,0,9
329,10,5,28,0,8
336,9,2,32,0,7
343,7,3,24,0,13
375,5,4,28,1,5
633,5,5,35,1,5
305,10,5,35,1,8
563,9,3,25,0,7
630,5,5,31,1,5
436,6,2,30,0,6
549,8,4,32,0,8
519,7,4,25,0,9
429,8,3,26,1,11
536,9,5,31,0,10
520,6,4,22,1,11
438,6,3,23,1,7
483,5,3,34,0,12
564,5,3,22,0,9
436,9,5,28,0,10
687,8,5,32,0,7
545,9,2,35,0,9
446,7,4,30,0,8
328,9,4,30,0,12
339,6,5,21,0,7
623,6,2,33,0,5
617,9,2,32,0,5
554,9,5,26,1,12
445,9,3,23,0,6
556,6,4,20,0,9
543,5,4,21,0,11
558,7,5,25,1,12
599,6,3,20,0,9
623,9,3,25,0,9
674,9,4,30,0,5
573,6,2,37,0,11
340,10,2,30,0,11
569,5,4,22,0,10
350,8,3,23,0,5
363,9,4,23,0,10
490,6,3,35,0,11
582,10,5,25,1,12
582,8,4,31,1,5
331,9,2,23,0,10
561,8,3,26,0,12
497,7,2,36,1,9
517,5,4,23,1,12
523,5,5,35,0,8
682,9,2,25,1,13
479,10,3,22,0,9
389,10,5,30,0,9
563,10,2,20,0,8
411,5,5,33,0,5
429,7,3,34,0,6
434,10,2,31,1,12
326,10,4,20,0,12
522,9,2,23,1,8
657,10,5,30,0,8
624,7,3,36,0,5
646,6,2,34,0,6
339,5,5,37,1,9
458,8,2,21,0,11
657,6,2,25,0,8
375,7,5,34,0,12
627,10,4,30,0,8
664,5,3,37,0,11
329,8,5,24,0,13
389,8,2,36,1,6
515,10,5,25,1,5
314,8,5,22,0,5
329,8,4,27,1,12
608,8,3,36,0,7
584,7,3,26,1,6
412,7,4,33,1,7
659,10,2,33,0,12
668,6,4,28,0,13
689,8,4,36,0,13
520,6,3,37,0,5
552,8,5,25,1,8
433,5,4,37,1,5
360,7,2,25,0,6
417,8,2,33,1,7
389,6,3,29,0,9
425,8,2,28,0,11
483,8,4,20,1,13
375,5,4,24,1,6
409,8,3,35,1,9
472,5,5,20,1,6
511,5,4,27,1,10
420,7,5,30,0,11
521,9,2,22,1,7
575,9,2,21,1,12
302,10,4,29,0,9
387,5,4,28,0,12
329,7,4,37,0,5
484,5,4,34,0,12
605,10,5,21,0,12
389,5,2,32,0,12
563,10,3,31,0,5
559,9,2,29,0,6
395,6,3,30,1,5
362,10,2,28,0,9
519,5,2,20,1,10
552,6,4,28,1,8
399,7,2,21,1,7
443,8,5,31,1,5
375,6,3,23,1,10
655,5,3,24,0,11
304,8,5,29,1,10
665,6,5,25,1,5
312,6,5,24,0,12
583,8,3,30,1,8
515,8,2,20,1,9
433,5,2,20,1,12
304,9,5,25,1,10
394,5,5,35,0,5
494,8,4,32,0,5
604,7,3,26,0,10
502,7,2,26,0,12
668,9,4,34,0,5
360,9,2,32,0,11
427,10,4,37,1,8
404,10,3,34,0,13
684,6,2,30,1,13
359,9,2,20,1,9
613,7,4,26,1,12
552,6,2,22,0,9
585,7,5,27,1,7
629,8,5,24,0,6
540,6,5,33,0,12
550,5,5,37,0,13
504,6,2,35,0,8
644,7,5,22,1,9
672,10,2,23,1,5
620,5,5,31,0,13
499,9,5,35,0,7
602,6,4,21,0,9
130,0,0,50,1,33
115,0,0,50,1,27
96,1,0,51,1,23
102,1,0,54,1,25
114,0,0,52,1,35
104,0,0,53,1,27
82,1,0,52,1,26
125,1,0,50,1,34
134,0,0,49,1,22
113,1,0,54,1,31
146,1,0,53,1,28
114,1,0,50,1,22
143,0,0,48,1,29
82,0,0,48,1,31
113,0,0,51,1,24
95,1,0,53,1,30
82,0,0,49,1,24
92,0,0,49,1,24
126,0,0,51,1,34
109,1,0,50,1,23
83,1,0,52,1,23
144,1,0,53,1,24
143,1,0,48,1,25
88,0,0,53,1,22
120,1,0,49,1,22
136,1,0,48,1,24
117,0,0,51,1,34
99,0,0,49,1,29
81,1,0,54,1,22
112,0,0,53,1,26
123,0,0,53,1,24
84,0,0,54,1,29
135,1,0,51,1,25
144,0,0,48,1,31
112,0,0,50,1,30
114,1,0,52,1,24
129,0,0,48,1,22
97,0,0,50,1,34
148,1,0,49,1,26
101,1,0,54,1,32
117,1,0,49,1,31
126,1,0,50,1,34
84,0,0,49,1,26
130,0,0,54,1,31
81,0,0,54,1,28
117,0,0,52,1,22
89,1,0,54,1,24
137,0,0,54,1,27
111,1,0,49,1,32
144,0,0,52,1,23
144,1,0,54,1,25
88,1,0,50,1,26
121,1,0,54,1,28
150,1,0,52,1,31
111,0,0,50,1,28
148,1,0,51,1,30
99,0,0,48,1,34
143,0,0,48,1,22
97,1,0,52,1,22
106,0,0,53,1,32
117,1,0,54,1,33
101,0,0,49,1,32
93,1,0,50,1,34
113,1,0,50,1,29
116,0,0,48,1,34
124,1,0,48,1,34
143,0,0,53,1,29
140,0,0,48,1,22
108,0,0,48,1,35
149,1,0,54,1,34
149,1,0,51,1,23
80,0,0,49,1,22
100,1,0,50,1,27
96,0,0,53,1,26
102,0,0,54,1,22
133,0,0,51,1,34
95,0,0,49,1,29
93,0,0,48,1,27
100,1,0,50,1,25
150,1,0,49,1,31
92,1,0,53,1,28
102,1,0,50,1,33
95,1,0,53,1,26
123,1,0,50,1,35
94,0,0,51,1,23
142,0,0,50,1,32
140,0,0,48,1,33
141,1,0,49,1,27
86,1,0,50,1,33
150,0,0,49,1,24
96,0,0,52,1,35
122,0,0,54,1,22
116,0,0,52,1,32
128,0,0,52,1,33
120,0,0,49,1,32
113,1,0,51,1,30
90,1,0,48,1,35
144,0,0,54,1,32
139,0,0,54,1,24
122,1,0,51,1,25
150,0,0,48,1,26
116,0,0,52,1,31
87,1,0,51,1,29
81,1,0,50,1,34
116,0,0,51,1,30
123,1,0,53,1,26
99,0,0,51,1,24
126,0,0,48,1,34
146,0,0,54,1,35
88,0,0,48,1,32
111,1,0,53,1,29
97,1,0,49,1,29
145,1,0,52,1,34
146,0,0,49,1,31
91,1,0,54,1,26
137,0,0,54,1,30
128,0,0,54,1,31
117,0,0,50,1,35
133,1,0,53,1,25
128,1,0,52,1,29
105,1,0,50,1,24
148,0,0,54,1,29
98,0,0,51,1,33
84,1,0,53,1,22
139,1,0,51,1,23
89,0,0,53,1,30
120,1,0,53,1,32
111,0,0,50,1,28
145,0,0,48,1,29
133,1,0,53,1,29
86,0,0,48,1,26
130,0,0,49,1,26
124,0,0,48,1,26
126,0,0,52,1,24
96,1,0,49,1,34
139,0,0,51,1,30
142,0,0,53,1,26
134,1,0,54,1,23
111,0,0,53,1,28
139,1,0,52,1,23
87,1,0,49,1,35
131,1,0,53,1,26
136,1,0,48,1,27
129,0,0,54,1,23
107,0,0,54,1,31
128,1,0,50,1,33
124,1,0,54,1,27
150,1,0,54,1,23
95,0,0,50,1,31
148,0,0,52,1,33
126,0,0,53,1,27
136,0,0,52,1,22
106,1,0,48,1,28
92,1,0,53,1,28
103,0,0,53,1,26
138,0,0,50,1,27
86,0,0,52,1,32
90,1,0,48,1,23
110,1,0,54,1,22
131,1,0,48,1,27
109,1,0,50,1,31
88,0,0,49,1,22
102,1,0,53,1,30
93,0,0,51,1,22
150,1,0,51,1,27
81,1,0,54,1,34
118,1,0,48,1,25
117,0,0,52,1,23
89,1,0,52,1,29
127,1,0,51,1,34
100,1,0,51,1,28
133,0,0,48,1,25
136,0,0,54,1,24
96,1,0,54,1,23
149,0,0,52,1,31
123,0,0,53,1,32
93,1,0,51,1,34
92,1,0,54,1,34
99,0,0,51,1,23
125,1,0,48,1,34
129,0,0,54,1,35
115,0,0,49,1,24
91,0,0,49,1,23
102,1,0,48,1,22
123,1,0,52,1,27
92,1,0,50,1,32
83,1,0,51,1,31
132,0,0,49,1,34
117,1,0,52,1,32
136,1,0,49,1,25
91,0,0,48,1,28
130,0,0,52,1,26
96,1,0,51,1,24
120,0,0,54,1,24
124,0,0,52,1,23
149,0,0,50,1,27
96,0,0,53,1,27
122,0,0,54,1,22
136,0,0,50,1,24
147,1,0,49,1,29
170,2,2,46,0,18
231,2,0,45,0,19
164,2,1,39,1,19
224,3,0,42,1,15
179,2,1,40,0,14
239,4,1,41,0,20
186,4,0,46,1,15
295,3,2,38,1,16
287,2,1,40,0,15
260,4,1,42,1,15
173,4,2,41,1,15
276,3,0,46,1,15
151,2,1,42,1,14
297,2,2,46,1,16
277,2,1,39,1,19
287,4,2,41,0,15
190,2,0,41,0,14
207,3,2,44,0,14
272,4,1,38,1,21
260,4,2,38,1,20
176,2,0,38,0,17
276,4,1,42,0,16
207,3,2,44,1,19
278,4,1,40,1,17
287,2,0,41,0,18
250,3,1,39,1,21
202,4,2,45,1,15
247,2,2,46,0,15
162,2,1,40,1,14
221,2,1,47,0,21
237,2,1,44,1,21
248,3,1,44,1,16
277,2,2,39,1,19
232,3,1,47,1,15
163,2,0,40,1,21
226,2,1,43,1,14
189,3,1,46,1,14
225,2,1,39,1,17
257,2,0,38,1,18
190,4,1,47,1,18
288,3,2,39,0,15
155,2,0,47,1,15
224,3,0,40,0,14
295,3,1,39,0,19
247,2,1,46,1,15
188,2,2,42,0,21
160,4,1,43,0,15
237,3,0,38,1,18
239,3,1,40,1,15
245,3,1,38,1,16
225,2,1,41,0,16
269,4,0,46,1,17
169,4,1,39,1,15
243,2,0,45,1,15
211,4,2,39,1,19
200,4,1,47,1,17
207,4,1,44,1,14
266,3,1,43,0,20
198,2,2,41,1,16
233,3,0,42,1,16
268,4,0,47,0,17
300,2,2,40,1,17
298,2,0,45,0,17
286,4,1,39,0,18
190,2,0,47,0,16
213,4,1,44,1,21
175,2,1,38,0,19
233,2,1,47,1,19
274,2,1,38,1,18
160,2,2,38,1,20
207,2,1,46,1,15
286,2,1,39,1,14
171,3,1,41,0,15
227,3,1,45,1,17
235,3,1,39,0,20
239,2,1,45,0,21
169,4,1,44,1,19
276,2,2,40,1,20
250,3,2,41,0,18
204,2,2,46,0,15
261,3,2,46,1,17
300,2,1,39,0,17
230,3,0,40,1,20
236,3,0,38,1,17
214,4,2,40,1,21
249,4,0,43,1,19
205,2,0,41,0,18
211,3,2,38,0,19
221,4,2,38,1,16
186,3,1,44,1,14
255,3,2,45,0,17
209,2,2,39,1,15
227,4,1,43,0,18
250,3,2,43,1,18
289,4,0,38,1,20
191,3,2,43,1,14
299,4,2,43,0,21
166,2,1,44,1,19
252,4,2,41,1,16
300,4,1,46,1,17
224,4,2,45,1,14
300,3,1,45,0,18
259,2,2,44,1,17
174,4,2,47,0,16
283,4,0,40,1,15
155,3,2,46,1,15
248,3,2,39,0,18
254,4,0,45,1,15
183,4,1,45,1,15
264,4,2,40,1,19
159,3,2,43,1,19
245,4,2,41,1,21
246,3,2,40,0,14
253,3,1,42,1,21
206,4,2,39,1,19
297,3,0,39,1,21
181,3,2,43,1,20
229,4,2,39,0,17
232,2,1,45,0,21
177,4,2,44,0,17
223,3,0,38,1,18
289,4,1,47,1,20
186,4,1,38,0,20
194,2,0,47,1,18
197,4,0,41,0,21
182,4,1,40,0,16
294,2,0,39,0,17
299,3,0,45,1,14
195,4,1,44,1,17
284,2,1,44,0,15
279,2,0,44,1,17
250,2,2,40,0,15
188,4,1,42,1,20
160,2,0,41,1,16
275,2,0,38,0,17
256,2,1,40,1,20
150,4,2,40,1,18
234,4,2,42,1,20
164,3,1,38,1,16
254,2,1,40,0,14
231,2,0,43,1,20
282,3,1,47,1,18
211,2,1,42,0,18
160,4,1,40,1,14
